OBJECT,source,Teff,e_Teff,[Fe/H],e_[Fe/H],log(g),e_log(g),FILE,simbadnames_x,ID_NAME,OBJECT_ID,filename,exptime,EXTSNR,qprog,rv,basenames,simbadnames_y
LSPM_J1105+4331W,Von Braun,3497,39,-0.4,0.1,4.87,0.02,N/A,TIC_252803603|PLX_2582|ASCC__407596|UCAC2__46827681|2MASS_J11052903+4331357|USNO-B1.0_1335-00220263|8pc_206.94A|AC2000_1463341|AG+43_1004|AGKR__9948|BD+44__2051|CSI+44__2051__1|Ci_20__606|Ci_18_1349|FK5_4979|Furuhjelm____I-650|G_176-11|GC_15252|GCRV__6831|GEN#_+0.04402051A|GJ___412_A|GSC_03012-02528|HIC__54211|HIP__54211|IRAS_F11029+4346|IRAS_11027+4347|JP11___178|JP11___179|JP11___177|LAL_21258|LFT__757|LHS____38|LTT_12976|MCC__35|NLTT_26245|PPM__52239|SAO__43609|TYC_3012-2528-1|UBV___10126|UBV_M___3351|Zkh_150|[RHG95]__1723|LSPM_J1105+4331W|WDS_J11055+4332A|PM_J11054+4331|CCDM_J11055+4332A|**_VBS___18A|AKARI-IRC-V1_J1105259+433142|WISE_J110524.38+433146.2|[ZEH2003]_RX_J1105.5+4331__1|WISEA_J110524.36+433146.2|StKM_2-698|UCAC4_668-057562|WEB__9800|Gaia_DR2_778947814402405120|Karmn_J11054+435,Gaia_DR2_778947814402405120,TIC 252803603,./library/20240701_specmatch_nir/FITS/neidL2_20220419T093218.fits,899.821,3.57203,2022A-452266,68.8471,neidL2_20220419T093218.fits,TIC_252803603|PLX_2582|ASCC__407596|UCAC2__46827681|2MASS_J11052903+4331357|USNO-B1.0_1335-00220263|8pc_206.94A|AC2000_1463341|AG+43_1004|AGKR__9948|BD+44__2051|CSI+44__2051__1|Ci_20__606|Ci_18_1349|FK5_4979|Furuhjelm____I-650|G_176-11|GC_15252|GCRV__6831|GEN#_+0.04402051A|GJ___412_A|GSC_03012-02528|HIC__54211|HIP__54211|IRAS_F11029+4346|IRAS_11027+4347|JP11___178|JP11___179|JP11___177|LAL_21258|LFT__757|LHS____38|LTT_12976|MCC__35|NLTT_26245|PPM__52239|SAO__43609|TYC_3012-2528-1|UBV___10126|UBV_M___3351|Zkh_150|[RHG95]__1723|LSPM_J1105+4331W|WDS_J11055+4332A|PM_J11054+4331|CCDM_J11055+4332A|**_VBS___18A|AKARI-IRC-V1_J1105259+433142|WISE_J110524.38+433146.2|[ZEH2003]_RX_J1105.5+4331__1|WISEA_J110524.36+433146.2|StKM_2-698|UCAC4_668-057562|WEB__9800|Gaia_DR2_778947814402405120|Karmn_J11054+435
GJ_251,Mann,3448,60,-0.02,0.08,4.877,0.049,N/A,TIC_68581262|2MASS_J06544902+3316058|IRAS_06515+3320|PLX_1609|LSPM_J0654+3316|TYC_2441-572-1|ASCC__574333|UCAC2__43431171|USNO-B1.0_1232-00178536|8pc_181.32|AC_+33_25644|CSI+33-06516|Ci_20__400|G__87-12|G_103-68|GCRV__4506|GEN#_+9.80087012|GEN#_+6.10010251|GJ___251|HD_265866|HIC__33226|HIP__33226|JP11__5122|JP11__5121|JP11__5123|JP11__5120|LFT__497|LHS__1879|LTT_11941|MCC_482|NLTT_17147|UBV_M__42939|Wolf__294|Zkh__95|[RHG95]__1094|PLX_1609.00|WISEA_J065448.38+331601.2|UCAC4_617-038292|StKM_2-440|PM_J06548+3316|Gaia_DR1_939072609037892224|WEB__6685|Gaia_DR2_939072613334579328|Karmn_J06548+332,Gaia_DR2_939072613334579328,HD 265866,./library/20240701_specmatch_nir/FITS/neidL2_20220222T055903.fits,899.769,30.4378,2022A-452266,22.882,neidL2_20220222T055903.fits,TIC_68581262|2MASS_J06544902+3316058|IRAS_06515+3320|PLX_1609|LSPM_J0654+3316|TYC_2441-572-1|ASCC__574333|UCAC2__43431171|USNO-B1.0_1232-00178536|8pc_181.32|AC_+33_25644|CSI+33-06516|Ci_20__400|G__87-12|G_103-68|GCRV__4506|GEN#_+9.80087012|GEN#_+6.10010251|GJ___251|HD_265866|HIC__33226|HIP__33226|JP11__5122|JP11__5121|JP11__5123|JP11__5120|LFT__497|LHS__1879|LTT_11941|MCC_482|NLTT_17147|UBV_M__42939|Wolf__294|Zkh__95|[RHG95]__1094|PLX_1609.00|WISEA_J065448.38+331601.2|UCAC4_617-038292|StKM_2-440|PM_J06548+3316|Gaia_DR1_939072609037892224|WEB__6685|Gaia_DR2_939072613334579328|Karmn_J06548+332
GJ_507.1,Mann,3650,60,0.4,0.08,4.661,0.051,N/A,TIC_105618383|PLX_3047.1|CSI+33-13174|LSPM_J1319+3320|TYC_2538-800-1|ASCC__588892|UCAC2__43447987|G_164-66|GEN#_+9.80164066|GJ___507.1|GJ__9440|HIC__65016|HIP__65016|LTT_13871|MCC__45|NLTT_33716|Ross_1007|VVO_174|[RHG95]__2096|2MASS_J13194014+3320477|USNO-B1.0_1233-00234996|PLX_3047.10|SDSS_J131940.01+332046.8|2XMM_J131940.1+332048|WISEA_J131939.87+332046.1|GCRV__4698_E|GCRV_64025|UCAC4_617-049385|StKM_2-928|PM_J13196+3320|Gaia_DR1_1472718206757028480|GALEX_6379324865516670675|WEB_11490|Gaia_DR2_1472718211053416320,Gaia_DR2_1472718211053416320,TIC 105618383,./library/20240701_specmatch_nir/FITS/neidL2_20220514T084916.fits,899.807,41.6858,2022A-452266,-11.734,neidL2_20220514T084916.fits,TIC_105618383|PLX_3047.1|CSI+33-13174|LSPM_J1319+3320|TYC_2538-800-1|ASCC__588892|UCAC2__43447987|G_164-66|GEN#_+9.80164066|GJ___507.1|GJ__9440|HIC__65016|HIP__65016|LTT_13871|MCC__45|NLTT_33716|Ross_1007|VVO_174|[RHG95]__2096|2MASS_J13194014+3320477|USNO-B1.0_1233-00234996|PLX_3047.10|SDSS_J131940.01+332046.8|2XMM_J131940.1+332048|WISEA_J131939.87+332046.1|GCRV__4698_E|GCRV_64025|UCAC4_617-049385|StKM_2-928|PM_J13196+3320|Gaia_DR1_1472718206757028480|GALEX_6379324865516670675|WEB_11490|Gaia_DR2_1472718211053416320
GJ_273,Mann,3317,60,-0.11,0.08,4.894,0.049,N/A,PLX_1755|LSPM_J0727+0513|ASCC_1029189|UCAC2__33555673|USNO-B1.0_0952-00140898|8pc_263.26|AC2000__282902|BD+05__1668|G_112-17|G__89-19|GAT_1092|GCRV__4954|GEN#_+0.00501668|GJ___273|GSC_00173-01124|HIC__36208|HIP__36208|IRAS_07247+0520|JP11____25|LFT__527|LHS____33|LTT_12021|MCC__17|NAME_Luyten's_star|NLTT_17881|PM_07247+0522|RAFGL__273|TYC__173-3208-1|UBV____7206|UBV_M____272|VVO_207|Zkh_102|[HFE83]__515|[JHC84]__57|[RHG95]__1168|2MASS_J07272450+0513329|PLX_1755.00|PM_J07274+0513|WEB__7213|Gaia_DR2_3139847906304421632|Karmn_J07274+052|**_WDK____2A|WDS_J07274+0514A|TIC_318686860,Gaia_DR2_3139847906304421632,TIC 318686860,./library/20240701_specmatch_nir/FITS/neidL2_20220222T050549.fits,899.774,29.5398,2022A-452266,18.2179,neidL2_20220222T050549.fits,PLX_1755|LSPM_J0727+0513|ASCC_1029189|UCAC2__33555673|USNO-B1.0_0952-00140898|8pc_263.26|AC2000__282902|BD+05__1668|G_112-17|G__89-19|GAT_1092|GCRV__4954|GEN#_+0.00501668|GJ___273|GSC_00173-01124|HIC__36208|HIP__36208|IRAS_07247+0520|JP11____25|LFT__527|LHS____33|LTT_12021|MCC__17|NAME_Luyten's_star|NLTT_17881|PM_07247+0522|RAFGL__273|TYC__173-3208-1|UBV____7206|UBV_M____272|VVO_207|Zkh_102|[HFE83]__515|[JHC84]__57|[RHG95]__1168|2MASS_J07272450+0513329|PLX_1755.00|PM_J07274+0513|WEB__7213|Gaia_DR2_3139847906304421632|Karmn_J07274+052|**_WDK____2A|WDS_J07274+0514A|TIC_318686860
GJ_361,Mann,3500,60,-0.05,0.08,4.739,0.05,N/A,TIC_307646256|PLX_2298|AC_+13__1301|LSPM_J0941+1312|ASCC__948734|UCAC2__36470874|USNO-B1.0_1032-00196900|CSI+13-09385|Ci_20__540|G__42-17|GCRV__6241|GEN#_+9.80042017|GJ___361|HIC__47513|HIP__47513|LFT__670|LHS__2173|LTT_12562|MCC_551|NLTT_22345|PM_09385+1326|Ross___85|TYC__827-1159-1|[RHG95]__1528|2MASS_J09411033+1312344|PLX_2298.00|WISEA_J094109.88+131232.9|UCAC4_517-050105|PM_J09411+1312|Gaia_DR1_614543643201618304|GALEX_6377741567696831240|WEB__8913|Gaia_DR2_614543647497149056|Karmn_J09411+132,Gaia_DR2_614543647497149056,TIC 307646256,./library/20240701_specmatch_nir/FITS/neidL2_20220514T053953.fits,899.844,22.2611,2022A-452266,11.5166,neidL2_20220514T053953.fits,TIC_307646256|PLX_2298|AC_+13__1301|LSPM_J0941+1312|ASCC__948734|UCAC2__36470874|USNO-B1.0_1032-00196900|CSI+13-09385|Ci_20__540|G__42-17|GCRV__6241|GEN#_+9.80042017|GJ___361|HIC__47513|HIP__47513|LFT__670|LHS__2173|LTT_12562|MCC_551|NLTT_22345|PM_09385+1326|Ross___85|TYC__827-1159-1|[RHG95]__1528|2MASS_J09411033+1312344|PLX_2298.00|WISEA_J094109.88+131232.9|UCAC4_517-050105|PM_J09411+1312|Gaia_DR1_614543643201618304|GALEX_6377741567696831240|WEB__8913|Gaia_DR2_614543647497149056|Karmn_J09411+132
GJ_176,Von Braun,3679,77,0.15,0.1,4.8,0.03,N/A,TIC_397354290|2MASS_J04425581+1857285|PLX_1046|LSPM_J0442+1857|ASCC__838914|UCAC2__38384336|USNO-B1.0_1089-00054746|BD+18___683|Ci_20__303|G__85-9|G__83-32|G___8-55|GCRV__2763|GEN#_+1.00285968|GEN#_+0.01800683|GJ___176|HD_285968|HIC__21932|HIP__21932|JP11__3797|LFT__372|LHS___196|LTT_11495|MCC_107|NLTT_13785|PM_04400+1853|Ross___33|TYC_1275-2034-1|UBV____4524|UBV_M____869|VVO_203|Zkh__64|[HFE83]__320|[RHG95]___817|PLX_1046.00|IRAS_04399+1852|AKARI-IRC-V1_J0442561+185721|Gaia_DR2_3409711211681795584|WISEA_J044256.24+185718.0|UCAC4_545-010524|PM_J04429+1857|Gaia_DR1_3409711211297795584|WEB__4214|Karmn_J04429+189|1RXS_J044254.6+185718,Gaia_DR2_3409711211681795584,HD 285968,./library/20240701_specmatch_nir/FITS/neidL2_20220222T042321.fits,899.821,20.8293,2022A-452266,26.1889,neidL2_20220222T042321.fits,TIC_397354290|2MASS_J04425581+1857285|PLX_1046|LSPM_J0442+1857|ASCC__838914|UCAC2__38384336|USNO-B1.0_1089-00054746|BD+18___683|Ci_20__303|G__85-9|G__83-32|G___8-55|GCRV__2763|GEN#_+1.00285968|GEN#_+0.01800683|GJ___176|HD_285968|HIC__21932|HIP__21932|JP11__3797|LFT__372|LHS___196|LTT_11495|MCC_107|NLTT_13785|PM_04400+1853|Ross___33|TYC_1275-2034-1|UBV____4524|UBV_M____869|VVO_203|Zkh__64|[HFE83]__320|[RHG95]___817|PLX_1046.00|IRAS_04399+1852|AKARI-IRC-V1_J0442561+185721|Gaia_DR2_3409711211681795584|WISEA_J044256.24+185718.0|UCAC4_545-010524|PM_J04429+1857|Gaia_DR1_3409711211297795584|WEB__4214|Karmn_J04429+189|1RXS_J044254.6+185718
GJ_9066,Mann,3080,60,-0.16,0.08,5.053,0.053,N/A,TIC_404715018|LSPM_J0200+1303|UCAC2__36403434|2MASS_J02001278+1303112|USNO-B1.0_1030-00025765|2E___510|8pc_224.80|CSI+12-01575|G___3-33|G__73-12|GJ____83.1|GJ__9066|GSC_00629-01255|JP11__5196|L_1159-16|LFT__171|LHS____11|LP__469-42|LTT_10681|NLTT__6690|PM_01575+1250|UBV_M__43000|USNO_109|V*_TZ_Ari|Zkh__36|[GS83]__70|[R78b]__95|[RHG95]___358|PLX__412.02|1RXS_J020012.5+130317|2E_0157.5+1249|RX_J0200.2+1303|[ZEH2003]_RX_J0200.2+1303__1|[GKL99]_52|WISEA_J020013.74+130248.6|UCAC4_516-003340|PM_J02002+1303|GALEX_6377389729346749191|Gaia_DR2_76868614540049408|Karmn_J02002+130,Gaia_DR2_76868614540049408,Gaia DR2 76868614540049408,./library/20240701_specmatch_nir/FITS/neidL2_20220222T024533.fits,899.801,6.36931,2022A-452266,-28.569,neidL2_20220222T024533.fits,TIC_404715018|LSPM_J0200+1303|UCAC2__36403434|2MASS_J02001278+1303112|USNO-B1.0_1030-00025765|2E___510|8pc_224.80|CSI+12-01575|G___3-33|G__73-12|GJ____83.1|GJ__9066|GSC_00629-01255|JP11__5196|L_1159-16|LFT__171|LHS____11|LP__469-42|LTT_10681|NLTT__6690|PM_01575+1250|UBV_M__43000|USNO_109|V*_TZ_Ari|Zkh__36|[GS83]__70|[R78b]__95|[RHG95]___358|PLX__412.02|1RXS_J020012.5+130317|2E_0157.5+1249|RX_J0200.2+1303|[ZEH2003]_RX_J0200.2+1303__1|[GKL99]_52|WISEA_J020013.74+130248.6|UCAC4_516-003340|PM_J02002+1303|GALEX_6377389729346749191|Gaia_DR2_76868614540049408|Karmn_J02002+130
BD+29_2279,Mann,3993,60,0.46,0.08,4.669,0.056,N/A,TIC_328860504|PLX_2838|GJ__9404|LSPM_J1219+2822|ASCC__684708|UCAC2__41716815|USNO-B1.0_1183-00212601|BD+29__2279|BPS_BS_16026-0017|Ci_20__695|G_148-45|G_121-77|GCRV__7388|GEN#_+0.02902279|GJ___459.3|HIC__60093|HIP__60093|LFT__896|LHS__2544|LTT_13444|MCC_644|NGP_29__77|NLTT_30331|PM_12169+2840|TYC_1991-1020-1|VVO__14|Wolf__408|[RHG95]__1935|p._MC_560_4|2MASS_J12192407+2822566|PLX_2838.00|WISEA_J121923.57+282257.3|UCAC4_592-048933|StKM_2-818|PM_J12194+2822|Gaia_DR1_4010201858944875392|WEB_10685|Gaia_DR2_4010201828880793984,Gaia_DR2_4010201828880793984,TIC 328860504,./library/20240701_specmatch_nir/FITS/neidL2_20220514T082754.fits,899.841,43.2033,2022A-452266,-0.7434,neidL2_20220514T082754.fits,TIC_328860504|PLX_2838|GJ__9404|LSPM_J1219+2822|ASCC__684708|UCAC2__41716815|USNO-B1.0_1183-00212601|BD+29__2279|BPS_BS_16026-0017|Ci_20__695|G_148-45|G_121-77|GCRV__7388|GEN#_+0.02902279|GJ___459.3|HIC__60093|HIP__60093|LFT__896|LHS__2544|LTT_13444|MCC_644|NGP_29__77|NLTT_30331|PM_12169+2840|TYC_1991-1020-1|VVO__14|Wolf__408|[RHG95]__1935|p._MC_560_4|2MASS_J12192407+2822566|PLX_2838.00|WISEA_J121923.57+282257.3|UCAC4_592-048933|StKM_2-818|PM_J12194+2822|Gaia_DR1_4010201858944875392|WEB_10685|Gaia_DR2_4010201828880793984
GJ_673,Mann,4124,60,0.19,0.08,4.663,0.048,N/A,TIC_327860248|PLX_3955|LSPM_J1725+0206|ASCC_1150521|USNO-B1.0_0921-00392557|8pc_129.54|AG+02_2080|AGKR_15538|BD+02__3312|Ci_20_1036|G__19-24|G__20-2|GC_23592|GCRV_10069|GEN#_+1.00157881|GJ___673|GSC_00405-00956|HD_157881|HIC__85295|HIP__85295|IRAS_17232+0209|JP11__2852|LFT_1348|LHS___447|LTT_15175|MCC_794|NLTT_44767|PM_17233+0210|PPM_163976|SAO_122374|SKY#_31452|SRS__14197|TYC__405-956-1|UBV___14866|UBV_M__22182|VVO_250|Wolf__718|YZ___2__5766|YZC_20__5766|Zkh_254|[GS83]__64|[RHG95]__2756|uvby98_100157881|2MASS_J17254521+0206406|PLX_3955.00|WISEA_J172544.81+020629.2|UCAC4_461-067140|StKM_2-1320|Gaia_DR1_4375233191015944192|WEB_14399|Gaia_DR2_4375233191015944192|1RXS_J172545.6+020646|**_CSN____8A|WDS_J17258+0207A|GES_J17254471+0206252,Gaia_DR2_4375233191015944192,HD 157881,./library/20240701_specmatch_nir/FITS/neidL2_20220610T103628.fits,899.833,189.369,2022A-452266,-23.22,neidL2_20220610T103628.fits,TIC_327860248|PLX_3955|LSPM_J1725+0206|ASCC_1150521|USNO-B1.0_0921-00392557|8pc_129.54|AG+02_2080|AGKR_15538|BD+02__3312|Ci_20_1036|G__19-24|G__20-2|GC_23592|GCRV_10069|GEN#_+1.00157881|GJ___673|GSC_00405-00956|HD_157881|HIC__85295|HIP__85295|IRAS_17232+0209|JP11__2852|LFT_1348|LHS___447|LTT_15175|MCC_794|NLTT_44767|PM_17233+0210|PPM_163976|SAO_122374|SKY#_31452|SRS__14197|TYC__405-956-1|UBV___14866|UBV_M__22182|VVO_250|Wolf__718|YZ___2__5766|YZC_20__5766|Zkh_254|[GS83]__64|[RHG95]__2756|uvby98_100157881|2MASS_J17254521+0206406|PLX_3955.00|WISEA_J172544.81+020629.2|UCAC4_461-067140|StKM_2-1320|Gaia_DR1_4375233191015944192|WEB_14399|Gaia_DR2_4375233191015944192|1RXS_J172545.6+020646|**_CSN____8A|WDS_J17258+0207A|GES_J17254471+0206252
GJ_686,Mann,3657,60,-0.25,0.08,4.829,0.048,N/A,TIC_230241767|PLX_4009|LSPM_J1737+1835|ASCC__878749|UCAC2__38455998|USNO-B1.0_1085-00280931|AC_+18__1453|AC_+18__1459-48|AG+18_1586|BD+18__3421|CSI+18-17356|Ci_18_2347|Ci_20_1050|G_170-55|GCRV_10187|GEN#_+0.01803421|GJ___686|HIC__86287|HIP__86287|IRAS_17356+1836|L_1278-24|LFT_1363|LHS___452|LTT_15228|MCC_169|NLTT_45173|PPM_133635|TYC_1555-1029-1|UBV___15007|VVO__64|Zkh_259|[RHG95]__2792|2MASS_J17375330+1835295|PLX_4009.00|NSV_23111|WISEA_J173754.04+183540.0|StKM_2-1329|PM_J17378+1835|WEB_14554|Gaia_DR2_4550763526539955712|Karmn_J17378+185,Gaia_DR2_4550763526539955712,TIC 230241767,./library/20240701_specmatch_nir/FITS/neidL2_20220610T105554.fits,899.831,71.7325,2022A-452266,-9.5746,neidL2_20220610T105554.fits,TIC_230241767|PLX_4009|LSPM_J1737+1835|ASCC__878749|UCAC2__38455998|USNO-B1.0_1085-00280931|AC_+18__1453|AC_+18__1459-48|AG+18_1586|BD+18__3421|CSI+18-17356|Ci_18_2347|Ci_20_1050|G_170-55|GCRV_10187|GEN#_+0.01803421|GJ___686|HIC__86287|HIP__86287|IRAS_17356+1836|L_1278-24|LFT_1363|LHS___452|LTT_15228|MCC_169|NLTT_45173|PPM_133635|TYC_1555-1029-1|UBV___15007|VVO__64|Zkh_259|[RHG95]__2792|2MASS_J17375330+1835295|PLX_4009.00|NSV_23111|WISEA_J173754.04+183540.0|StKM_2-1329|PM_J17378+1835|WEB_14554|Gaia_DR2_4550763526539955712|Karmn_J17378+185
GJ_2066,Mann,3500,60,-0.12,0.08,4.766,0.049,N/A,TIC_455139555|LSPM_J0816+0118|TYC__196-1309-1|ASCC_1126826|UCAC2__32192525|USNO-B1.0_0913-00160889|G_113-20|GEN#_+9.80113020|GJ__2066|HIC__40501|HIP__40501|NLTT_19217|UBV_M__53750|[RHG95]__1299|2MASS_J08160798+0118091|PLX_1965.12|WISEA_J081607.71+011810.1|UCAC4_457-041317|StKM_2-486|PM_J08161+0118|Gaia_DR1_3089711374373226752|Gaia_DR2_3089711447388931584|Karmn_J08161+013,Gaia_DR2_3089711447388931584,TIC 455139555,./library/20240701_specmatch_nir/FITS/neidL2_20220106T112107.fits,899.83,42.4483,2021B-0435,62.1525,neidL2_20220106T112107.fits,TIC_455139555|LSPM_J0816+0118|TYC__196-1309-1|ASCC_1126826|UCAC2__32192525|USNO-B1.0_0913-00160889|G_113-20|GEN#_+9.80113020|GJ__2066|HIC__40501|HIP__40501|NLTT_19217|UBV_M__53750|[RHG95]__1299|2MASS_J08160798+0118091|PLX_1965.12|WISEA_J081607.71+011810.1|UCAC4_457-041317|StKM_2-486|PM_J08161+0118|Gaia_DR1_3089711374373226752|Gaia_DR2_3089711447388931584|Karmn_J08161+013
GJ_809,Von Braun,3692,22,-0.21,0.1,4.72,0.01,N/A,TIC_365670764|8pc_141.95|PLX_5012|LSPM_J2053+6209|TYC_4251-655-1|ASCC__143946|AG+61_1227|BD+61__2068|CCDM_J20532+6210A|CSI+61__2068__1|Ci_18_2707|Ci_20_1238|DO_38993|G_231-19|G_262-30|GCRV_13127|GEN#_+1.00199305|HD_199305|HIC_103096|HIP_103096|IDS_20513+6148_A|IRAS_20522+6158A|JP11__3294|LFT_1580|LHS__3595|LTT_16113|MCC_199|NLTT_50124|PPM__22451|UBV___18110|UBV_M__25276|VVO_109|Zkh_314|[HFE83]_1402|[RHG95]__3263|2MASS_J20531977+6209156|USNO-B1.0_1521-00338444|PLX_5012.00|1RXS_J205319.0+620928|WDS_J20533+6209A|GJ___809|**_BUP__219A|WISEA_J205319.80+620907.8|UCAC4_761-057971|PM_J20533+6209|Gaia_DR1_2195886967353517312|WEB_18720|Gaia_DR2_2195886971653527168,Gaia_DR2_2195886971653527168,HD 199305,./library/20240701_specmatch_nir/FITS/neidL2_20220610T095731.fits,899.848,114.977,2022A-452266,-17.194,neidL2_20220610T095731.fits,TIC_365670764|8pc_141.95|PLX_5012|LSPM_J2053+6209|TYC_4251-655-1|ASCC__143946|AG+61_1227|BD+61__2068|CCDM_J20532+6210A|CSI+61__2068__1|Ci_18_2707|Ci_20_1238|DO_38993|G_231-19|G_262-30|GCRV_13127|GEN#_+1.00199305|HD_199305|HIC_103096|HIP_103096|IDS_20513+6148_A|IRAS_20522+6158A|JP11__3294|LFT_1580|LHS__3595|LTT_16113|MCC_199|NLTT_50124|PPM__22451|UBV___18110|UBV_M__25276|VVO_109|Zkh_314|[HFE83]_1402|[RHG95]__3263|2MASS_J20531977+6209156|USNO-B1.0_1521-00338444|PLX_5012.00|1RXS_J205319.0+620928|WDS_J20533+6209A|GJ___809|**_BUP__219A|WISEA_J205319.80+620907.8|UCAC4_761-057971|PM_J20533+6209|Gaia_DR1_2195886967353517312|WEB_18720|Gaia_DR2_2195886971653527168
V*_V2689_Ori,Mann,3966,60,0.05,0.08,4.691,0.048,N/A,TIC_436248822|2MASS_J05363099+1119401|2RE_J053634+111836|2RE_J0536+111|AG+11__546|BD+11___878|GCRV_56437|GEN#_+1.00245409|GJ___208|GSC_00709-00063|HD_245409|HIC__26335|HIP__26335|MCC_464|PPM_121171|RE_J053634+111834|RE_J0536+111|SAO__94695|TYC__709-63-1|VVO__38|YZ__11__1712|[RHG95]___944|PLX_1281.01|1RXS_J053632.0+111935|V*_V2689_Ori|ASAS_J053631+1119.7|IRAS_05336+1117|AKARI-IRC-V1_J0536309+111940|ASAS_J053631+1119.5|UCAC4_507-012838|StKM_2-419|PM_J05365+1119|Gaia_DR1_3339921875389105152|WEB__5189|Gaia_DR2_3339921875389105152|Karmn_J05365+113|**_TOK__255A|WDS_J05365+1120A,Gaia_DR2_3339921875389105152,HD 245409,./library/20240701_specmatch_nir/FITS/neidL2_20211220T103615.fits,899.816,135.101,2021B-0435,22.0085,neidL2_20211220T103615.fits,TIC_436248822|2MASS_J05363099+1119401|2RE_J053634+111836|2RE_J0536+111|AG+11__546|BD+11___878|GCRV_56437|GEN#_+1.00245409|GJ___208|GSC_00709-00063|HD_245409|HIC__26335|HIP__26335|MCC_464|PPM_121171|RE_J053634+111834|RE_J0536+111|SAO__94695|TYC__709-63-1|VVO__38|YZ__11__1712|[RHG95]___944|PLX_1281.01|1RXS_J053632.0+111935|V*_V2689_Ori|ASAS_J053631+1119.7|IRAS_05336+1117|AKARI-IRC-V1_J0536309+111940|ASAS_J053631+1119.5|UCAC4_507-012838|StKM_2-419|PM_J05365+1119|Gaia_DR1_3339921875389105152|WEB__5189|Gaia_DR2_3339921875389105152|Karmn_J05365+113|**_TOK__255A|WDS_J05365+1120A
HD_88230,Von Braun,4085,14,-0.16,0.1,4.64,0.01,N/A,TIC_371520835|PLX_2390|LSPM_J1011+4927|ASCC__327385|USNO-B1.0_1394-00210100|2E__2238|8pc_205.22|AG+49__914|BD+50__1725|CCDM_J10114+4927A|Ci_20__564|Ci_18_1218|DO_33188|G_196-9|GAT__950|GC_13987|GCRV__6436|GEN#_+1.00088230|GJ___380|Gmb_1618|HD__88230|HIC__49908|HIP__49908|IDS_10053+4958_A|IRAS_10082+4942|JP11__1905|LFT__696|LHS___280|LTT_12732|NLTT_23613|NSV__4765|PM_10083+4942|PPM__51736|SAO__43223|SKY#_19607|TYC_3437-811-1|UBV____9470|UBV_M__15985|USNO_833|YZ__49__3582|YZC_26__3582|Zkh_137|[GKL99]_214|[HFE83]__712|[RHG95]__1592|uvby98_100088230|2MASS_J10112218+4927153|2E_1008.2+4942|[ZEH2003]_RX_J1011.4+4927__1|RX_J1011.4+4927|1RXS_J101124.1+492718|WDS_J10114+4927A|WISEA_J101120.70+492709.9|UCAC4_698-052810|StKM_2-612|PM_J10113+4927|2RXP_J101122.8+492714|WEB__9187|Gaia_DR2_823773494718931968,Gaia_DR2_823773494718931968,HD 88230,./library/20240701_specmatch_nir/FITS/neidL2_20220514T044024.fits,449.838,229.638,2022A-452266,-25.889,neidL2_20220514T044024.fits,TIC_371520835|PLX_2390|LSPM_J1011+4927|ASCC__327385|USNO-B1.0_1394-00210100|2E__2238|8pc_205.22|AG+49__914|BD+50__1725|CCDM_J10114+4927A|Ci_20__564|Ci_18_1218|DO_33188|G_196-9|GAT__950|GC_13987|GCRV__6436|GEN#_+1.00088230|GJ___380|Gmb_1618|HD__88230|HIC__49908|HIP__49908|IDS_10053+4958_A|IRAS_10082+4942|JP11__1905|LFT__696|LHS___280|LTT_12732|NLTT_23613|NSV__4765|PM_10083+4942|PPM__51736|SAO__43223|SKY#_19607|TYC_3437-811-1|UBV____9470|UBV_M__15985|USNO_833|YZ__49__3582|YZC_26__3582|Zkh_137|[GKL99]_214|[HFE83]__712|[RHG95]__1592|uvby98_100088230|2MASS_J10112218+4927153|2E_1008.2+4942|[ZEH2003]_RX_J1011.4+4927__1|RX_J1011.4+4927|1RXS_J101124.1+492718|WDS_J10114+4927A|WISEA_J101120.70+492709.9|UCAC4_698-052810|StKM_2-612|PM_J10113+4927|2RXP_J101122.8+492714|WEB__9187|Gaia_DR2_823773494718931968
